nrc,clave,materia,seccion,profesor,programa,edificio,aula,dia_codigo,dia_orden,inicio,fin,minutos,cruzada
25777,CCOS 251,Probabilidad y Estadistica,OO4,Garcia - Juarez Pedro,ICC,1CCO4,201,J,4,09:00:00,10:59:00,119,False
25777,CCOS 251,Probabilidad y Estadistica,OO4,Garcia - Juarez Pedro,ICC,1CCO4,201,L,1,10:00:00,10:59:00,59,False
25782,CCOS 251,Probabilidad y Estadistica,OO5,Dawe - Gonzalez Arturo Alejandro,ICC,1CCO5,201,A,2,07:00:00,08:59:00,119,False
25782,CCOS 251,Probabilidad y Estadistica,OO5,Dawe - Gonzalez Arturo Alejandro,ICC,1CCO5,201,J,4,07:00:00,08:59:00,119,False
25782,CCOS 251,Probabilidad y Estadistica,OO5,Dawe - Gonzalez Arturo Alejandro,ICC,1CCO5,201,L,1,08:00:00,08:59:00,59,False
25808,CCOS 251,Probabilidad y Estadistica,OO9,Romero - Tehuitzil Olivia,ICC,1CCO4,301,L,1,07:00:00,07:59:00,59,False
25808,CCOS 251,Probabilidad y Estadistica,OO9,Romero - Tehuitzil Olivia,ICC,1CCO4,301,M,3,07:00:00,08:59:00,119,False
25808,CCOS 251,Probabilidad y Estadistica,OO9,Romero - Tehuitzil Olivia,ICC,1CCO4,301,V,5,07:00:00,08:59:00,119,False
25065,CCOS 608,Proces.Digital de Imagenes,OO1,Marcial - Castillo Luis Rene,ICC,1CCO4,101,L,1,09:00:00,09:59:00,59,False
25065,CCOS 608,Proces.Digital de Imagenes,OO1,Marcial - Castillo Luis Rene,ICC,1CCO4,101,M,3,09:00:00,10:59:00,119,False
25065,CCOS 608,Proces.Digital de Imagenes,OO1,Marcial - Castillo Luis Rene,ICC,1CCO4,101,V,5,09:00:00,10:59:00,119,False
25071,CCOS 608,Proces.Digital de Imagenes,OO2,Orato - Ramirez Jose Martin,ICC,1CCO4,203,L,1,11:00:00,11:59:00,59,False
25071,CCOS 608,Proces.Digital de Imagenes,OO2,Orato - Ramirez Jose Martin,ICC,1CCO1,004,M,3,11:00:00,12:59:00,119,False
25071,CCOS 608,Proces.Digital de Imagenes,OO2,Orato - Ramirez Jose Martin,ICC,1CCO3,101,V,5,11:00:00,12:59:00,119,False
25079,CCOS 608,Proces.Digital de Imagenes,OO3,Salazar - Martinez Hilario,ICC,1CCO3,101,A,2,17:00:00,18:59:00,119,False
25079,CCOS 608,Proces.Digital de Imagenes,OO3,Salazar - Martinez Hilario,ICC,1CCO4,201,J,4,17:00:00,18:59:00,119,False
25079,CCOS 608,Proces.Digital de Imagenes,OO3,Salazar - Martinez Hilario,ICC,1CCO4,201,L,1,18:00:00,18:59:00,59,False
25088,CCOS 608,Proces.Digital de Imagenes,OO4,Olmos - Pineda Ivan,ICC,1CCO4,307,A,2,07:00:00,08:59:00,119,False
25088,CCOS 608,Proces.Digital de Imagenes,OO4,Olmos - Pineda Ivan,ICC,1CCO4,203,J,4,07:00:00,08:59:00,119,False
25088,CCOS 608,Proces.Digital de Imagenes,OO4,Olmos - Pineda Ivan,ICC,1CCO4,307,L,1,08:00:00,08:59:00,59,False
25096,CCOS 608,Proces.Digital de Imagenes,OO5,Olvera - Lopez Jose Arturo,ICC,1CCO4,304,A,2,09:00:00,10:59:00,119,False
25096,CCOS 608,Proces.Digital de Imagenes,OO5,Olvera - Lopez Jose Arturo,ICC,1CCO4,403,J,4,09:00:00,10:59:00,119,False
25096,CCOS 608,Proces.Digital de Imagenes,OO5,Olvera - Lopez Jose Arturo,ICC,1CCO4,403,L,1,10:00:00,10:59:00,59,False
25581,ICCS 251,Progra. Concurrente y Paralela,OO1,Ceron - Garnica Carmen,ICC,1CCO3,104,L,1,11:00:00,11:59:00,59,False
25581,ICCS 251,Progra. Concurrente y Paralela,OO1,Ceron - Garnica Carmen,ICC,1CCO3,104,M,3,11:00:00,12:59:00,119,False
25581,ICCS 251,Progra. Concurrente y Paralela,OO1,Ceron - Garnica Carmen,ICC,1CCO1,003,V,5,11:00:00,12:59:00,119,False
25584,ICCS 251,Progra. Concurrente y Paralela,OO2,Salazar - Martinez Hilario,ICC,1CCO1,002,L,1,15:00:00,15:59:00,59,False
25584,ICCS 251,Progra. Concurrente y Paralela,OO2,Salazar - Martinez Hilario,ICC,1CCO1,002,M,3,15:00:00,16:59:00,119,False
25584,ICCS 251,Progra. Concurrente y Paralela,OO2,Salazar - Martinez Hilario,ICC,1CCO4,307,V,5,15:00:00,16:59:00,119,False
25589,ICCS 251,Progra. Concurrente y Paralela,OO3,Larios - Gomez Mariano,ICC,1CCO3,104,A,2,15:00:00,16:59:00,119,False
25589,ICCS 251,Progra. Concurrente y Paralela,OO3,Larios - Gomez Mariano,ICC,1CCO1,003,J,4,15:00:00,16:59:00,119,False
25589,ICCS 251,Progra. Concurrente y Paralela,OO3,Larios - Gomez Mariano,ICC,1CCO1,003,L,1,16:00:00,16:59:00,59,False
25609,ICCS 251,Progra. Concurrente y Paralela,OO4,Aguilar - Rico Adolfo,ICC,1CCO4,101,A,2,07:00:00,08:59:00,119,False
25609,ICCS 251,Progra. Concurrente y Paralela,OO4,Aguilar - Rico Adolfo,ICC,1CCO4,307,J,4,07:00:00,08:59:00,119,False
25609,ICCS 251,Progra. Concurrente y Paralela,OO4,Aguilar - Rico Adolfo,ICC,1CCO4,101,L,1,08:00:00,08:59:00,59,False
25622,ICCS 251,Progra. Concurrente y Paralela,OO5,Rossainz - Lopez Mario,ICC,1CCO3,104,L,1,13:00:00,13:59:00,59,False
25622,ICCS 251,Progra. Concurrente y Paralela,OO5,Rossainz - Lopez Mario,ICC,1CCO4,104,M,3,13:00:00,14:59:00,119,False
25622,ICCS 251,Progra. Concurrente y Paralela,OO5,Rossainz - Lopez Mario,ICC,1CCO3,104,V,5,13:00:00,14:59:00,119,False
25628,ICCS 251,Progra. Concurrente y Paralela,OO6,Contreras - Gonzalez Meliza,ICC,1CCO4,307,L,1,13:00:00,13:59:00,59,False
25628,ICCS 251,Progra. Concurrente y Paralela,OO6,Contreras - Gonzalez Meliza,ICC,1CCO1,004,M,3,13:00:00,14:59:00,119,False
25628,ICCS 251,Progra. Concurrente y Paralela,OO6,Contreras - Gonzalez Meliza,ICC,1CCO4,307,V,5,13:00:00,14:59:00,119,False
25642,ICCS 252,Programacion Distribuida Aplic,OO1,Mendoza - Rojas Angel Omar,ICC,1CCO4,204,L,1,09:00:00,09:59:00,59,False
25642,ICCS 252,Programacion Distribuida Aplic,OO1,Mendoza - Rojas Angel Omar,ICC,1CCO4,204,M,3,09:00:00,10:59:00,119,False
25642,ICCS 252,Programacion Distribuida Aplic,OO1,Mendoza - Rojas Angel Omar,ICC,1CCO4,307,V,5,09:00:00,10:59:00,119,False
25646,ICCS 252,Programacion Distribuida Aplic,OO2,Ceron - Garnica Carmen,ICC,1CCO4,201,L,1,13:00:00,13:59:00,59,False
25646,ICCS 252,Programacion Distribuida Aplic,OO2,Ceron - Garnica Carmen,ICC,1CCO4,201,M,3,13:00:00,14:59:00,119,False
25646,ICCS 252,Programacion Distribuida Aplic,OO2,Ceron - Garnica Carmen,ICC,1CCO4,308,V,5,13:00:00,14:59:00,119,False
25650,ICCS 252,Programacion Distribuida Aplic,OO3,Lopez - Poblano Gilberto,ICC,1CCO4,202,L,1,15:00:00,15:59:00,59,False
25650,ICCS 252,Programacion Distribuida Aplic,OO3,Lopez - Poblano Gilberto,ICC,1CCO4,202,M,3,15:00:00,16:59:00,119,False
25650,ICCS 252,Programacion Distribuida Aplic,OO3,Lopez - Poblano Gilberto,ICC,1CCO4,403,V,5,15:00:00,16:59:00,119,False
25655,ICCS 252,Programacion Distribuida Aplic,OO4,Mendoza - Olguin Gustavo Emilio,ICC,1CCO4,104,L,1,15:00:00,15:59:00,59,False
25655,ICCS 252,Programacion Distribuida Aplic,OO4,Mendoza - Olguin Gustavo Emilio,ICC,1CCO3,114,M,3,15:00:00,16:59:00,119,False
25655,ICCS 252,Programacion Distribuida Aplic,OO4,Mendoza - Olguin Gustavo Emilio,ICC,1CCO4,104,V,5,15:00:00,16:59:00,119,False
25660,ICCS 252,Programacion Distribuida Aplic,OO5,Mendoza - Rojas Angel Omar,ICC,1CCO4,308,A,2,09:00:00,10:59:00,119,False
25660,ICCS 252,Programacion Distribuida Aplic,OO5,Mendoza - Rojas Angel Omar,ICC,1CCO4,103,J,4,09:00:00,10:59:00,119,False
25660,ICCS 252,Programacion Distribuida Aplic,OO5,Mendoza - Rojas Angel Omar,ICC,1CCO4,308,L,1,10:00:00,10:59:00,59,False
40200,ICCS 252,Programacion Distribuida Aplic,OO7,Mendoza - Olguin Gustavo Emilio,ICC,1CCO3,114,A,2,11:00:00,12:59:00,119,False
40200,ICCS 252,Programacion Distribuida Aplic,OO7,Mendoza - Olguin Gustavo Emilio,ICC,1CCO4,102,J,4,11:00:00,12:59:00,119,False
40200,ICCS 252,Programacion Distribuida Aplic,OO7,Mendoza - Olguin Gustavo Emilio,ICC,1CCO4,308,L,1,12:00:00,12:59:00,59,False
26133,IDDS 002,Proyectos I + D I,101,Romero - Valdez Maria DEL Carmen,ICC,1CCO4,102,A,2,07:00:00,08:59:00,119,False
26133,IDDS 002,Proyectos I + D I,101,Romero - Valdez Maria DEL Carmen,ICC,1CCO4,102,J,4,07:00:00,08:59:00,119,False
26140,IDDS 002,Proyectos I + D I,102,Perez DE Celis - Herrero Maria DE LA Concepcion,ICC,1CCO4,101,A,2,09:00:00,10:59:00,119,False
26140,IDDS 002,Proyectos I + D I,102,Perez DE Celis - Herrero Maria DE LA Concepcion,ICC,1CCO4,101,J,4,09:00:00,10:59:00,119,False
26147,IDDS 002,Proyectos I + D I,103,Santiago - Diaz Maria DEL Carmen,ICC,1CCO5,203,A,2,13:00:00,14:59:00,119,False
26147,IDDS 002,Proyectos I + D I,103,Santiago - Diaz Maria DEL Carmen,ICC,1CCO5,203,J,4,13:00:00,14:59:00,119,False
26149,IDDS 002,Proyectos I + D I,104,Acosta - Ruiz Samantha,ICC,1CCO4,204,M,3,13:00:00,14:59:00,119,False
26149,IDDS 002,Proyectos I + D I,104,Acosta - Ruiz Samantha,ICC,1CCO4,204,V,5,13:00:00,14:59:00,119,False
26156,IDDS 002,Proyectos I + D I,105,Archundia - Sierra Etelvina,ICC,1CCO4,303,A,2,13:00:00,14:59:00,119,False
26156,IDDS 002,Proyectos I + D I,105,Archundia - Sierra Etelvina,ICC,1CCO4,303,J,4,13:00:00,14:59:00,119,False
26162,IDDS 002,Proyectos I + D I,106,Carrillo - Ruiz Maya,ICC,1CCO4,103,A,2,17:00:00,18:59:00,119,False
26162,IDDS 002,Proyectos I + D I,106,Carrillo - Ruiz Maya,ICC,1CCO4,103,J,4,17:00:00,18:59:00,119,False
26170,IDDS 002,Proyectos I + D I,107,Rosales - Lopez Karina,ICC,1CCO4,401,M,3,15:00:00,16:59:00,119,False
26170,IDDS 002,Proyectos I + D I,107,Rosales - Lopez Karina,ICC,1CCO4,401,V,5,15:00:00,16:59:00,119,False
26292,CCOS 264,Recuperacion de la Informacion,OO1,Carrillo - Ruiz Maya,ICC,1CCO3,114,A,2,15:00:00,16:59:00,119,False
26292,CCOS 264,Recuperacion de la Informacion,OO1,Carrillo - Ruiz Maya,ICC,1CCO4,201,J,4,15:00:00,16:59:00,119,False
26292,CCOS 264,Recuperacion de la Informacion,OO1,Carrillo - Ruiz Maya,ICC,1CCO3,104,L,1,16:00:00,16:59:00,59,False
26303,CCOS 264,Recuperacion de la Informacion,OO2,Tecuanhuehue - Vera Pedro,ICC,1CCO4,103,L,1,15:00:00,15:59:00,59,False
26303,CCOS 264,Recuperacion de la Informacion,OO2,Tecuanhuehue - Vera Pedro,ICC,1CCO4,103,M,3,15:00:00,16:59:00,119,False
26303,CCOS 264,Recuperacion de la Informacion,OO2,Tecuanhuehue - Vera Pedro,ICC,1CCO4,308,V,5,15:00:00,16:59:00,119,False
26315,CCOS 264,Recuperacion de la Informacion,OO3,Sanchez - Lopez Abraham,ICC,1CCO5,202,A,2,13:00:00,14:59:00,119,False
26315,CCOS 264,Recuperacion de la Informacion,OO3,Sanchez - Lopez Abraham,ICC,1CCO4,308,J,4,13:00:00,14:59:00,119,False
26315,CCOS 264,Recuperacion de la Informacion,OO3,Sanchez - Lopez Abraham,ICC,1CCO5,202,L,1,14:00:00,14:59:00,59,False
26324,CCOS 264,Recuperacion de la Informacion,OO4,Perez - Lucero Josue,ICC,1CCO4,103,A,2,19:00:00,20:59:00,119,False
26324,CCOS 264,Recuperacion de la Informacion,OO4,Perez - Lucero Josue,ICC,1CCO4,103,J,4,19:00:00,20:59:00,119,False
26324,CCOS 264,Recuperacion de la Informacion,OO4,Perez - Lucero Josue,ICC,1CCO4,103,L,1,20:00:00,20:59:00,59,False
26124,ICCS 260,Redes Inalambricas,OO1,Ramirez - Espitia Carlos Mauricio,ICC,1EMA5,205,L,1,07:00:00,07:59:00,59,False
26124,ICCS 260,Redes Inalambricas,OO1,Ramirez - Espitia Carlos Mauricio,ICC,1EMA5,205,M,3,07:00:00,08:59:00,119,False
26124,ICCS 260,Redes Inalambricas,OO1,Ramirez - Espitia Carlos Mauricio,ICC,1CCO3,303,V,5,07:00:00,08:59:00,119,False
26127,ICCS 260,Redes Inalambricas,OO2,Lopez - Munoz Mauro Alberto,ICC,1CCO4,301,L,1,13:00:00,13:59:00,59,False
26127,ICCS 260,Redes Inalambricas,OO2,Lopez - Munoz Mauro Alberto,ICC,1CCO3,303,M,3,13:00:00,14:59:00,119,False
26127,ICCS 260,Redes Inalambricas,OO2,Lopez - Munoz Mauro Alberto,ICC,1CCO4,301,V,5,13:00:00,14:59:00,119,False
26131,ICCS 260,Redes Inalambricas,OO3,Soriano - Rosas Jose Isabel,ICC,1CCO1,002,L,1,17:00:00,17:59:00,59,False
26131,ICCS 260,Redes Inalambricas,OO3,Soriano - Rosas Jose Isabel,ICC,1CCO3,302,M,3,17:00:00,18:59:00,119,False
26131,ICCS 260,Redes Inalambricas,OO3,Soriano - Rosas Jose Isabel,ICC,1CCO4,204,V,5,17:00:00,18:59:00,119,False
26139,ICCS 260,Redes Inalambricas,OO4,Colorado - Jimenez Guillermo,ICC,1CCO3,303,L,1,09:00:00,09:59:00,59,False
26139,ICCS 260,Redes Inalambricas,OO4,Colorado - Jimenez Guillermo,ICC,1CCO5,202,M,3,09:00:00,10:59:00,119,False
26139,ICCS 260,Redes Inalambricas,OO4,Colorado - Jimenez Guillermo,ICC,1CCO3,303,V,5,09:00:00,10:59:00,119,False
25030,ICCS 260,Redes Inalambricas,OO5,Hernandez - Beristain Adriana,ICC,1CCO3,302,A,2,09:00:00,10:59:00,119,False
25030,ICCS 260,Redes Inalambricas,OO5,Hernandez - Beristain Adriana,ICC,1CCO4,305,J,4,09:00:00,10:59:00,119,False
25030,ICCS 260,Redes Inalambricas,OO5,Hernandez - Beristain Adriana,ICC,1CCO3,302,S,6,10:00:00,10:59:00,59,False
25070,ICCS 260,Redes Inalambricas,OO6,Hernandez - Beristain Adriana,ICC,1CCO4,402,A,2,13:00:00,14:59:00,119,False
25070,ICCS 260,Redes Inalambricas,OO6,Hernandez - Beristain Adriana,ICC,1CCO3,303,J,4,13:00:00,14:59:00,119,False
25070,ICCS 260,Redes Inalambricas,OO6,Hernandez - Beristain Adriana,ICC,1CCO3,303,S,6,14:00:00,14:59:00,59,False
42762,ICCS 617,Robotica Aplicada,OO1,Olivares - Soto Luis Gustavo,ICC,1CCO3,208,A,2,11:00:00,12:59:00,119,False
42762,ICCS 617,Robotica Aplicada,OO1,Olivares - Soto Luis Gustavo,ICC,1CCO3,208,J,4,11:00:00,12:59:00,119,False
42762,ICCS 617,Robotica Aplicada,OO1,Olivares - Soto Luis Gustavo,ICC,1CCO3,208,L,1,12:00:00,12:59:00,59,False
42763,ICCS 606,Simulacion,OO1,Aguirre - Sagaon Fernando Daniel,ICC,1CCO3,104,A,2,13:00:00,14:59:00,119,False
42763,ICCS 606,Simulacion,OO1,Aguirre - Sagaon Fernando Daniel,ICC,1CCO3,104,J,4,13:00:00,14:59:00,119,False
42763,ICCS 606,Simulacion,OO1,Aguirre - Sagaon Fernando Daniel,ICC,1CCO3,104,L,1,14:00:00,14:59:00,59,False
26438,ISCC 202,Sistemas Empotrados,OO1,Camacho - Tellez Hugo,ICC,1CCO3,309,L,1,13:00:00,13:59:00,59,False
26438,ISCC 202,Sistemas Empotrados,OO1,Camacho - Tellez Hugo,ICC,1CCO3,309,M,3,13:00:00,14:59:00,119,False
26438,ISCC 202,Sistemas Empotrados,OO1,Camacho - Tellez Hugo,ICC,1CCO4,402,S,6,13:00:00,14:59:00,119,False
26475,ISCC 202,Sistemas Empotrados,OO2,Morales - Aguilar Luis Enrique,ICC,1CCO3,310,A,2,15:00:00,16:59:00,119,False
26475,ISCC 202,Sistemas Empotrados,OO2,Morales - Aguilar Luis Enrique,ICC,1CCO4,305,J,4,15:00:00,16:59:00,119,False
26475,ISCC 202,Sistemas Empotrados,OO2,Morales - Aguilar Luis Enrique,ICC,1CCO3,310,L,1,16:00:00,16:59:00,59,False
26480,ISCC 202,Sistemas Empotrados,OO3,Hernandez - Ameca Jose Luis,ICC,1CCO3,310,A,2,13:00:00,14:59:00,119,False
26480,ISCC 202,Sistemas Empotrados,OO3,Hernandez - Ameca Jose Luis,ICC,1CCO3,310,J,4,13:00:00,14:59:00,119,False
26480,ISCC 202,Sistemas Empotrados,OO3,Hernandez - Ameca Jose Luis,ICC,1CCO3,310,L,1,14:00:00,14:59:00,59,False
26486,ISCC 202,Sistemas Empotrados,OO5,Trinidad - Garcia Gregorio,ICC,1CCO3,310,L,1,11:00:00,11:59:00,59,False
26486,ISCC 202,Sistemas Empotrados,OO5,Trinidad - Garcia Gregorio,ICC,1CCO3,310,M,3,11:00:00,12:59:00,119,False
26486,ISCC 202,Sistemas Empotrados,OO5,Trinidad - Garcia Gregorio,ICC,1CCO3,310,V,5,11:00:00,12:59:00,119,False
25813,CCOS 252,Sistemas Operativos I,OO1,DE LA Rosa - Flores Rafael,ICC,1CCO1,002,L,1,07:00:00,07:59:00,59,False
25813,CCOS 252,Sistemas Operativos I,OO1,DE LA Rosa - Flores Rafael,ICC,1CCO3,109,M,3,07:00:00,08:59:00,119,False
25813,CCOS 252,Sistemas Operativos I,OO1,DE LA Rosa - Flores Rafael,ICC,1CCO1,002,V,5,07:00:00,08:59:00,119,False
25825,CCOS 252,Sistemas Operativos I,OO2,Gonzalez - Flores Marcos,ICC,1CCO1,002,A,2,11:00:00,12:59:00,119,False
25825,CCOS 252,Sistemas Operativos I,OO2,Gonzalez - Flores Marcos,ICC,1CCO3,101,J,4,11:00:00,12:59:00,119,False
25825,CCOS 252,Sistemas Operativos I,OO2,Gonzalez - Flores Marcos,ICC,1CCO1,002,L,1,12:00:00,12:59:00,59,False
25830,CCOS 252,Sistemas Operativos I,OO3,Colmenares - Guillen Luis Enrique,ICC,1CCO1,003,L,1,13:00:00,13:59:00,59,False
25830,CCOS 252,Sistemas Operativos I,OO3,Colmenares - Guillen Luis Enrique,ICC,1CCO1,003,M,3,13:00:00,14:59:00,119,False
25830,CCOS 252,Sistemas Operativos I,OO3,Colmenares - Guillen Luis Enrique,ICC,1CCO3,109,V,5,13:00:00,14:59:00,119,False
25836,CCOS 252,Sistemas Operativos I,OO4,Vargas - Lomeli Miguel Angel,ICC,1CCO1,003,L,1,15:00:00,15:59:00,59,False
25836,CCOS 252,Sistemas Operativos I,OO4,Vargas - Lomeli Miguel Angel,ICC,1CCO3,109,M,3,15:00:00,16:59:00,119,False
25836,CCOS 252,Sistemas Operativos I,OO4,Vargas - Lomeli Miguel Angel,ICC,1CCO1,003,V,5,15:00:00,16:59:00,119,False
25852,CCOS 252,Sistemas Operativos I,OO6,Perez - Lucero Josue,ICC,1CCO4,404,L,1,17:00:00,17:59:00,59,False
25852,CCOS 252,Sistemas Operativos I,OO6,Perez - Lucero Josue,ICC,1CCO1,004,M,3,17:00:00,18:59:00,119,False
25852,CCOS 252,Sistemas Operativos I,OO6,Perez - Lucero Josue,ICC,1CCO4,404,V,5,17:00:00,18:59:00,119,False
25861,CCOS 252,Sistemas Operativos I,OO7,Orato - Ramirez Jose Martin,ICC,1CCO4,301,A,2,13:00:00,14:59:00,119,False
25861,CCOS 252,Sistemas Operativos I,OO7,Orato - Ramirez Jose Martin,ICC,1CCO4,301,J,4,13:00:00,14:59:00,119,False
25861,CCOS 252,Sistemas Operativos I,OO7,Orato - Ramirez Jose Martin,ICC,1CCO4,301,L,1,14:00:00,14:59:00,59,False
25910,CCOS 254,Sistemas Operativos II,OO1,Aguilar - Rico Adolfo,ICC,1CCO1,005,L,1,07:00:00,07:59:00,59,False
25910,CCOS 254,Sistemas Operativos II,OO1,Aguilar - Rico Adolfo,ICC,1CCO1,005,M,3,07:00:00,08:59:00,119,False
25910,CCOS 254,Sistemas Operativos II,OO1,Aguilar - Rico Adolfo,ICC,1CCO4,307,V,5,07:00:00,08:59:00,119,False
25914,CCOS 254,Sistemas Operativos II,OO2,Colmenares - Guillen Luis Enrique,ICC,1CCO3,109,A,2,09:00:00,10:59:00,119,False
25914,CCOS 254,Sistemas Operativos II,OO2,Colmenares - Guillen Luis Enrique,ICC,1CCO1,005,J,4,09:00:00,10:59:00,119,False
25914,CCOS 254,Sistemas Operativos II,OO2,Colmenares - Guillen Luis Enrique,ICC,1CCO1,005,L,1,10:00:00,10:59:00,59,False
25921,CCOS 254,Sistemas Operativos II,OO3,Castillo - Zacatelco Hilda,ICC,1CCO1,005,L,1,13:00:00,13:59:00,59,False
25921,CCOS 254,Sistemas Operativos II,OO3,Castillo - Zacatelco Hilda,ICC,1CCO3,109,M,3,13:00:00,14:59:00,119,False
25921,CCOS 254,Sistemas Operativos II,OO3,Castillo - Zacatelco Hilda,ICC,1CCO1,005,V,5,13:00:00,14:59:00,119,False
25923,CCOS 254,Sistemas Operativos II,OO4,Perez - Lucero Josue,ICC,1CCO3,114,A,2,17:00:00,18:59:00,119,False
25923,CCOS 254,Sistemas Operativos II,OO4,Perez - Lucero Josue,ICC,1CCO4,101,J,4,17:00:00,18:59:00,119,False
25923,CCOS 254,Sistemas Operativos II,OO4,Perez - Lucero Josue,ICC,1CCO4,101,L,1,18:00:00,18:59:00,59,False
25927,CCOS 254,Sistemas Operativos II,OO5,Ceron - Garnica Carmen,ICC,1CCO1,004,A,2,15:00:00,16:59:00,119,False
25927,CCOS 254,Sistemas Operativos II,OO5,Ceron - Garnica Carmen,ICC,1CCO4,307,J,4,15:00:00,16:59:00,119,False
25927,CCOS 254,Sistemas Operativos II,OO5,Ceron - Garnica Carmen,ICC,1CCO1,004,L,1,16:00:00,16:59:00,59,False
25937,CCOS 254,Sistemas Operativos II,OO7,Bautista - Lopez Veronica Edith,ICC,1CCO4,308,L,1,09:00:00,09:59:00,59,False
25937,CCOS 254,Sistemas Operativos II,OO7,Bautista - Lopez Veronica Edith,ICC,1CCO4,308,M,3,09:00:00,10:59:00,119,False
25937,CCOS 254,Sistemas Operativos II,OO7,Bautista - Lopez Veronica Edith,ICC,1CCO1,005,V,5,09:00:00,10:59:00,119,False
42765,ICCS 609,Supercomputo,OO1,Colorado - Jimenez Guillermo,ICC,1CCO3,101,A,2,13:00:00,14:59:00,119,False
42765,ICCS 609,Supercomputo,OO1,Colorado - Jimenez Guillermo,ICC,1CCO4,203,J,4,13:00:00,14:59:00,119,False
42765,ICCS 609,Supercomputo,OO1,Colorado - Jimenez Guillermo,ICC,1CCO3,101,L,1,14:00:00,14:59:00,59,False
25804,ICCS 255,Tec.de Inteligencia Artificial,OO1,Sanchez - Lopez Abraham,ICC,1CCO4,306,L,1,07:00:00,07:59:00,59,False
25804,ICCS 255,Tec.de Inteligencia Artificial,OO1,Sanchez - Lopez Abraham,ICC,1CCO4,306,M,3,07:00:00,08:59:00,119,False
25804,ICCS 255,Tec.de Inteligencia Artificial,OO1,Sanchez - Lopez Abraham,ICC,1CCO4,306,V,5,07:00:00,08:59:00,119,False
25811,ICCS 255,Tec.de Inteligencia Artificial,OO2,Tecuanhuehue - Vera Pedro,ICC,1CCO3,104,A,2,11:00:00,12:59:00,119,False
25811,ICCS 255,Tec.de Inteligencia Artificial,OO2,Tecuanhuehue - Vera Pedro,ICC,1CCO1,005,J,4,11:00:00,12:59:00,119,False
25811,ICCS 255,Tec.de Inteligencia Artificial,OO2,Tecuanhuehue - Vera Pedro,ICC,1CCO3,104,L,1,12:00:00,12:59:00,59,False
25814,ICCS 255,Tec.de Inteligencia Artificial,OO3,Marcial - Castillo Luis Rene,ICC,1CCO4,403,L,1,07:00:00,07:59:00,59,False
25814,ICCS 255,Tec.de Inteligencia Artificial,OO3,Marcial - Castillo Luis Rene,ICC,1CCO4,403,M,3,07:00:00,08:59:00,119,False
25814,ICCS 255,Tec.de Inteligencia Artificial,OO3,Marcial - Castillo Luis Rene,ICC,1CCO1,004,V,5,07:00:00,08:59:00,119,False
25824,ICCS 255,Tec.de Inteligencia Artificial,OO4,Altamirano - Robles Luis Carlos,ICC,1CCO2,208,L,1,13:00:00,13:59:00,59,False
25824,ICCS 255,Tec.de Inteligencia Artificial,OO4,Altamirano - Robles Luis Carlos,ICC,1CCO2,208,M,3,13:00:00,14:59:00,119,False
25824,ICCS 255,Tec.de Inteligencia Artificial,OO4,Altamirano - Robles Luis Carlos,ICC,1CCO1,001,V,5,13:00:00,14:59:00,119,False
25828,ICCS 255,Tec.de Inteligencia Artificial,OO5,Marcial - Castillo Luis Rene,ICC,1CCO3,114,L,1,11:00:00,11:59:00,59,False
25828,ICCS 255,Tec.de Inteligencia Artificial,OO5,Marcial - Castillo Luis Rene,ICC,1CCO3,114,M,3,11:00:00,12:59:00,119,False
25828,ICCS 255,Tec.de Inteligencia Artificial,OO5,Marcial - Castillo Luis Rene,ICC,1CCO5,202,V,5,11:00:00,12:59:00,119,False
25833,ICCS 255,Tec.de Inteligencia Artificial,OO6,Rivera - Martinez Marcela,ICC,1CCO4,308,A,2,07:00:00,08:59:00,119,False
25833,ICCS 255,Tec.de Inteligencia Artificial,OO6,Rivera - Martinez Marcela,ICC,1CCO4,401,J,4,07:00:00,08:59:00,119,False
25833,ICCS 255,Tec.de Inteligencia Artificial,OO6,Rivera - Martinez Marcela,ICC,1CCO4,308,L,1,08:00:00,08:59:00,59,False
25839,ICCS 255,Tec.de Inteligencia Artificial,OO7,Carrillo - Ruiz Maya,ICC,1CCO2,208,L,1,15:00:00,15:59:00,59,False
25839,ICCS 255,Tec.de Inteligencia Artificial,OO7,Carrillo - Ruiz Maya,ICC,1CCO2,208,M,3,15:00:00,16:59:00,119,False
25839,ICCS 255,Tec.de Inteligencia Artificial,OO7,Carrillo - Ruiz Maya,ICC,1CCO2,208,V,5,15:00:00,16:59:00,119,False
25761,ICCS 254,Teoria de Control,OO1,Hernandez - Ameca Jose Luis,ICC,1CCO3,310,A,2,11:00:00,12:59:00,119,False
25761,ICCS 254,Teoria de Control,OO1,Hernandez - Ameca Jose Luis,ICC,1CCO1,002,J,4,11:00:00,12:59:00,119,False
25761,ICCS 254,Teoria de Control,OO1,Hernandez - Ameca Jose Luis,ICC,1CCO3,310,L,1,12:00:00,12:59:00,59,False
25763,ICCS 254,Teoria de Control,OO2,Hurtado - Madrid Jose Miguel,ICC,1CCO3,310,L,1,15:00:00,15:59:00,59,False
25763,ICCS 254,Teoria de Control,OO2,Hurtado - Madrid Jose Miguel,ICC,1CCO3,310,M,3,15:00:00,16:59:00,119,False
25763,ICCS 254,Teoria de Control,OO2,Hurtado - Madrid Jose Miguel,ICC,1CCO1,001,V,5,15:00:00,16:59:00,119,False
